best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.9850508570671082,1.1108052730560303,0.7777777910232544,0.3333333432674408,0.0010000000474974513,9,9.506985902786255
