best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.0913732051849365,1.13284170627594,0.3333333432674408,0.0555555559694767,0.0010000000474974513,7,1.484130620956421
