loss,accuracy,val_loss,val_accuracy,lr
1.0304815769195557,0.4444444477558136,1.1279847621917725,0.3333333432674408,0.0010000000474974513
0.7563493251800537,0.6666666865348816,1.1380888223648071,0.4444444477558136,0.0010000000474974513
0.6738476157188416,0.5555555820465088,1.1613097190856934,0.6666666865348816,0.0010000000474974513
0.6442083120346069,0.6111111044883728,1.140303373336792,0.2222222238779068,0.0010000000474974513
0.6270639300346375,0.6111111044883728,1.1537821292877197,0.2222222238779068,0.0010000000474974513
0.6098170876502991,0.6666666865348816,1.14469575881958,0.0555555559694767,0.0010000000474974513
0.5964192152023315,0.6111111044883728,1.1478317975997925,0.0,0.0010000000474974513
0.5952024459838867,0.6111111044883728,1.1529686450958252,0.0,0.0010000000474974513
0.5943158864974976,0.6111111044883728,1.1455587148666382,0.3333333432674408,0.0010000000474974513
0.6182230710983276,0.5,1.1782373189926147,0.3333333432674408,0.0010000000474974513
