best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.4487055242061615,1.0037167072296143,0.7222222089767456,0.4444444477558136,0.0010000000474974513,9,8.51940631866455
