best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.115769863128662,1.2437129020690918,0.4722222089767456,0.3333333432674408,0.0010000000474974513,159,8.878504991531372
