best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.0732572078704834,1.0943074226379395,0.3333333432674408,0.3333333432674408,0.0010000000474974513,9,3.169710636138916
