best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.0938795804977417,1.136016845703125,0.3333333432674408,0.3333333432674408,0.0010000000474974513,9,1.24076247215271
