best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.5466840267181396,1.300862431526184,0.6111111044883728,0.3333333432674408,0.0010000000474974513,9,2.7963263988494873
