best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.49626773595809937,1.0688549280166626,0.7777777910232544,0.6111111044883728,0.0010000000474974513,5,8.180895805358887
