best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.5045540928840637,1.415401577949524,0.6666666865348816,0.3888888955116272,0.0010000000474974513,8,4.584225416183472
