loss,accuracy,val_loss,val_accuracy,lr
1.0696921348571777,0.5,1.0991791486740112,0.3333333432674408,0.0010000000474974513
0.919641375541687,0.6111111044883728,1.100043773651123,0.3333333432674408,0.0010000000474974513
0.8418043851852417,0.6111111044883728,1.1019809246063232,0.3333333432674408,0.0010000000474974513
0.8156887888908386,0.6666666865348816,1.1056272983551025,0.3333333432674408,0.0010000000474974513
0.8057975172996521,0.6666666865348816,1.1171622276306152,0.3333333432674408,0.0010000000474974513
0.7814569473266602,0.6111111044883728,1.1151444911956787,0.3333333432674408,0.0010000000474974513
0.7497718334197998,0.4444444477558136,1.1256742477416992,0.3333333432674408,0.0010000000474974513
0.7077621817588806,0.5,1.1357617378234863,0.3333333432674408,0.0010000000474974513
0.6509157419204712,0.7222222089767456,1.1462980508804321,0.3333333432674408,0.0010000000474974513
0.6292961239814758,0.6111111044883728,1.1538454294204712,0.3333333432674408,0.0010000000474974513
