best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.8894239068031311,1.6083643436431885,0.6666666865348816,0.3333333432674408,0.0010000000474974513,9,20.09667205810547
