loss,accuracy,val_loss,val_accuracy,lr
0.8416113257408142,0.4444444477558136,1.0972895622253418,0.3333333432674408,0.0010000000474974513
0.6578308939933777,0.6111111044883728,1.1834086179733276,0.3333333432674408,0.0010000000474974513
0.5167359113693237,0.6111111044883728,1.1804193258285522,0.3333333432674408,0.0010000000474974513
0.47580093145370483,0.7777777910232544,1.089715838432312,0.3333333432674408,0.0010000000474974513
0.5880230069160461,0.6666666865348816,1.1715340614318848,0.3888888955116272,0.0010000000474974513
0.5982608199119568,0.5555555820465088,1.1606507301330566,0.3333333432674408,0.0010000000474974513
0.4943561553955078,0.7222222089767456,1.1899032592773438,0.5555555820465088,0.0010000000474974513
0.4560629427433014,0.7777777910232544,1.20200777053833,0.5,0.0010000000474974513
0.46085304021835327,0.7222222089767456,1.225951910018921,0.5,0.0010000000474974513
0.4876551032066345,0.5555555820465088,1.2622960805892944,0.4444444477558136,0.0010000000474974513
