best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.0558912754058838,1.1637836694717407,0.5,0.2777777910232544,0.0010000000474974513,7,1.5249342918395996
