best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.0081766843795776,1.6149777173995972,0.4583333432674408,0.3333333432674408,0.0010000000474974513,193,8.685680150985718
