best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.5456187725067139,1.2101035118103027,0.7222222089767456,0.3333333432674408,0.0010000000474974513,9,2.8247101306915283
