best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
1.022700309753418,1.0994131565093994,0.6666666865348816,0.3333333432674408,0.0010000000474974513,9,8.812760829925537
