best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch,time_consumption_in_seconds
0.8799815773963928,1.229292631149292,0.6666666865348816,0.0,0.0010000000474974513,9,3.356245756149292
